Timestamp,Object,Confidence Score,Frame Read Time,Inference Time,Postprocess Time
2023-12-12 17:44:17,motorcycle,0.523,0.017969,0.088607,0.014331
2023-12-12 17:44:17,truck,0.523,0.017969,0.088607,0.014331
2023-12-12 17:44:17,motorcycle,0.344,0.017969,0.088607,0.014331
2023-12-12 17:44:17,truck,0.199,0.017969,0.088607,0.014331
2023-12-12 17:44:17,person,0.156,0.017969,0.088607,0.014331
2023-12-12 17:44:17,person,0.5,0.018931,0.107545,0.007132
2023-12-12 17:44:17,truck,0.477,0.018931,0.107545,0.007132
2023-12-12 17:44:17,motorcycle,0.406,0.018931,0.107545,0.007132
2023-12-12 17:44:17,truck,0.199,0.018931,0.107545,0.007132
2023-12-12 17:44:17,motorcycle,0.5,0.030291,0.106438,0.00701
2023-12-12 17:44:17,truck,0.453,0.030291,0.106438,0.00701
2023-12-12 17:44:17,motorcycle,0.363,0.030291,0.106438,0.00701
2023-12-12 17:44:17,person,0.184,0.030291,0.106438,0.00701
2023-12-12 17:44:17,truck,0.156,0.030291,0.106438,0.00701
2023-12-12 17:44:18,motorcycle,0.5,0.020558,0.121479,0.025404
2023-12-12 17:44:18,truck,0.5,0.020558,0.121479,0.025404
2023-12-12 17:44:18,motorcycle,0.363,0.020558,0.121479,0.025404
2023-12-12 17:44:18,person,0.184,0.020558,0.121479,0.025404
2023-12-12 17:44:18,truck,0.156,0.020558,0.121479,0.025404
2023-12-12 17:44:18,motorcycle,0.523,0.028055,0.085166,0.009563
2023-12-12 17:44:18,truck,0.5,0.028055,0.085166,0.009563
2023-12-12 17:44:18,motorcycle,0.453,0.028055,0.085166,0.009563
2023-12-12 17:44:18,person,0.156,0.028055,0.085166,0.009563
2023-12-12 17:44:18,person,0.523,0.01833,0.114119,0.003349
2023-12-12 17:44:18,motorcycle,0.5,0.01833,0.114119,0.003349
2023-12-12 17:44:18,truck,0.477,0.01833,0.114119,0.003349
2023-12-12 17:44:18,motorcycle,0.523,0.028375,0.10518,0.00173
2023-12-12 17:44:18,person,0.5,0.028375,0.10518,0.00173
2023-12-12 17:44:18,truck,0.477,0.028375,0.10518,0.00173
2023-12-12 17:44:18,truck,0.523,0.017387,0.107269,0.006719
2023-12-12 17:44:18,motorcycle,0.523,0.017387,0.107269,0.006719
2023-12-12 17:44:18,motorcycle,0.523,0.017387,0.107269,0.006719
2023-12-12 17:44:18,truck,0.184,0.017387,0.107269,0.006719
2023-12-12 17:44:18,person,0.156,0.017387,0.107269,0.006719
2023-12-12 17:44:18,motorcycle,0.57,0.018534,0.109772,0.016449
2023-12-12 17:44:18,motorcycle,0.523,0.018534,0.109772,0.016449
2023-12-12 17:44:18,truck,0.5,0.018534,0.109772,0.016449
2023-12-12 17:44:18,person,0.168,0.018534,0.109772,0.016449
2023-12-12 17:44:18,truck,0.168,0.018534,0.109772,0.016449
2023-12-12 17:44:18,motorcycle,0.57,0.040144,0.132391,0.012653
2023-12-12 17:44:18,motorcycle,0.5,0.040144,0.132391,0.012653
2023-12-12 17:44:18,truck,0.477,0.040144,0.132391,0.012653
2023-12-12 17:44:18,truck,0.23,0.040144,0.132391,0.012653
2023-12-12 17:44:18,person,0.156,0.040144,0.132391,0.012653
2023-12-12 17:44:19,motorcycle,0.57,0.023282,0.109309,0.0102
2023-12-12 17:44:19,person,0.523,0.023282,0.109309,0.0102
2023-12-12 17:44:19,truck,0.453,0.023282,0.109309,0.0102
2023-12-12 17:44:19,truck,0.262,0.023282,0.109309,0.0102
2023-12-12 17:44:19,person,0.156,0.023282,0.109309,0.0102
2023-12-12 17:44:19,person,0.523,0.026748,0.105905,0.011792
2023-12-12 17:44:19,motorcycle,0.523,0.026748,0.105905,0.011792
2023-12-12 17:44:19,truck,0.477,0.026748,0.105905,0.011792
2023-12-12 17:44:19,truck,0.301,0.026748,0.105905,0.011792
2023-12-12 17:44:19,person,0.156,0.026748,0.105905,0.011792
2023-12-12 17:44:19,motorcycle,0.594,0.024318,0.131434,0.003424
2023-12-12 17:44:19,person,0.5,0.024318,0.131434,0.003424
2023-12-12 17:44:19,truck,0.477,0.024318,0.131434,0.003424
2023-12-12 17:44:19,truck,0.246,0.024318,0.131434,0.003424
2023-12-12 17:44:19,motorcycle,0.547,0.022668,0.123124,0.0074
2023-12-12 17:44:19,person,0.477,0.022668,0.123124,0.0074
2023-12-12 17:44:19,truck,0.453,0.022668,0.123124,0.0074
2023-12-12 17:44:19,truck,0.184,0.022668,0.123124,0.0074
2023-12-12 17:44:19,person,0.156,0.022668,0.123124,0.0074
2023-12-12 17:44:19,motorcycle,0.5,0.022696,0.091072,0.00805
2023-12-12 17:44:19,person,0.5,0.022696,0.091072,0.00805
2023-12-12 17:44:19,truck,0.453,0.022696,0.091072,0.00805
2023-12-12 17:44:19,truck,0.23,0.022696,0.091072,0.00805
2023-12-12 17:44:19,motorcycle,0.57,0.016725,0.092023,0.011774
2023-12-12 17:44:19,person,0.547,0.016725,0.092023,0.011774
2023-12-12 17:44:19,truck,0.453,0.016725,0.092023,0.011774
2023-12-12 17:44:19,person,0.168,0.016725,0.092023,0.011774
2023-12-12 17:44:20,motorcycle,0.57,0.038942,0.118627,0.00966
2023-12-12 17:44:20,person,0.57,0.038942,0.118627,0.00966
2023-12-12 17:44:20,truck,0.477,0.038942,0.118627,0.00966
2023-12-12 17:44:20,person,0.246,0.038942,0.118627,0.00966
2023-12-12 17:44:20,person,0.156,0.038942,0.118627,0.00966
2023-12-12 17:44:20,motorcycle,0.594,0.027964,0.112027,0.009874
2023-12-12 17:44:20,person,0.57,0.027964,0.112027,0.009874
2023-12-12 17:44:20,truck,0.5,0.027964,0.112027,0.009874
2023-12-12 17:44:20,person,0.211,0.027964,0.112027,0.009874
2023-12-12 17:44:20,motorcycle,0.594,0.031844,0.099764,0.004397
2023-12-12 17:44:20,person,0.547,0.031844,0.099764,0.004397
2023-12-12 17:44:20,truck,0.477,0.031844,0.099764,0.004397
2023-12-12 17:44:20,person,0.199,0.031844,0.099764,0.004397
2023-12-12 17:44:20,person,0.57,0.027095,0.122964,0.009737
2023-12-12 17:44:20,motorcycle,0.5,0.027095,0.122964,0.009737
2023-12-12 17:44:20,truck,0.477,0.027095,0.122964,0.009737
2023-12-12 17:44:20,person,0.211,0.027095,0.122964,0.009737
2023-12-12 17:44:20,motorcycle,0.57,0.0197,0.102478,0.013473
2023-12-12 17:44:20,person,0.547,0.0197,0.102478,0.013473
2023-12-12 17:44:20,truck,0.477,0.0197,0.102478,0.013473
2023-12-12 17:44:20,person,0.199,0.0197,0.102478,0.013473
2023-12-12 17:44:20,motorcycle,0.57,0.015247,0.089902,0.005967
2023-12-12 17:44:20,person,0.523,0.015247,0.089902,0.005967
2023-12-12 17:44:20,truck,0.477,0.015247,0.089902,0.005967
2023-12-12 17:44:20,person,0.23,0.015247,0.089902,0.005967
2023-12-12 17:44:20,person,0.547,0.019006,0.088446,0.006286
2023-12-12 17:44:20,motorcycle,0.5,0.019006,0.088446,0.006286
2023-12-12 17:44:20,truck,0.453,0.019006,0.088446,0.006286
2023-12-12 17:44:20,person,0.184,0.019006,0.088446,0.006286
2023-12-12 17:44:21,person,0.57,0.027036,0.100797,0.003841
